stock_id,stock_name,industry_category,coverage_ratio
2308,台達電,電子工業,1.0
2312,金寶,其他電子業,1.0
2313,華通,電子工業,1.0
2328,廣宇,電子工業,1.0
2330,台積電,半導體業,1.0
2331,精英,電子工業,1.0
2338,光罩,半導體業,1.0
2344,華邦電,半導體業,1.0
2345,智邦,通信網路業,1.0
2347,聯強,電子工業,1.0
2351,順德,電子工業,1.0
2352,佳世達,電腦及週邊設備業,1.0
2353,宏碁,電子工業,1.0
2355,敬鵬,電子工業,1.0
2356,英業達,電子工業,1.0
2357,華碩,電子工業,1.0
2359,所羅門,其他電子業,1.0
2360,致茂,其他電子業,1.0
2362,藍天,電子工業,1.0
2365,昆盈,電子工業,1.0
2367,燿華,電子零組件業,1.0
2369,菱生,電子工業,1.0
2376,技嘉,電子工業,1.0
2377,微星,電子工業,1.0
2379,瑞昱,電子工業,1.0
2382,廣達,電子工業,1.0
2383,台光電,電子工業,1.0
2385,群光,電子工業,1.0
2388,威盛,電子工業,1.0
2392,正崴,電子工業,1.0
2393,億光,光電業,1.0
2395,研華,電子工業,1.0
2399,映泰,電子工業,1.0
2401,凌陽,半導體業,1.0
2405,輔信,電子工業,1.0
2408,南亞科,半導體業,1.0
2412,中華電,通信網路業,1.0
2413,環科,電子工業,1.0
2414,精技,電子工業,1.0
2420,新巨,電子工業,1.0
2421,建準,電子工業,1.0
2423,固緯,其他電子業,1.0
2425,承啟,電子工業,1.0
2426,鼎元,光電業,1.0
2427,三商電,資訊服務業,1.0
2428,興勤,電子零組件業,1.0
2431,聯昌,電子工業,1.0
2433,互盛電,其他電子業,1.0
2439,美律,通信網路業,1.0
2441,超豐,半導體業,1.0
2444,兆勁,通信網路業,1.0
2450,神腦,電子工業,1.0
2451,創見,半導體業,1.0
2453,凌群,資訊服務業,1.0
2457,飛宏,電子工業,1.0
2459,敦吉,電子通路業,1.0
2460,建通,電子工業,1.0
2461,光群雷,其他電子業,1.0
2462,良得電,電子工業,1.0
2464,盟立,其他電子業,1.0
2466,冠西電,電子工業,1.0
2467,志聖,電子零組件業,1.0
2471,資通,資訊服務業,1.0
2476,鉅祥,電子工業,1.0
2483,百容,電子工業,1.0
2484,希華,電子工業,1.0
2485,兆赫,通信網路業,1.0
2486,一詮,光電業,1.0
2488,漢平,其他電子業,1.0
2493,揚博,電子工業,1.0
2495,普安,其他電子業,1.0
2497,怡利電,汽車工業,1.0
2506,太設,建材營造,1.0
2509,全坤建,建材營造,1.0
2511,太子,建材營造,1.0
2515,中工,建材營造,1.0
2516,新建,建材營造,1.0
2520,冠德,建材營造,1.0
2530,華建,建材營造,1.0
2536,宏普,建材營造,1.0
2537,聯上發,建材營造,1.0
2538,基泰,建材營造,1.0
